threshold,micro_f1_score,macro_f1_score,precision,recall,exact_match,accuracy
0.01,0.1648264984227129,0.15840906705034874,0.08981521272024064,1.0,0.0,0.08981529623270035
0.02,0.1648264984227129,0.15840906705034874,0.08981521272024064,1.0,0.0,0.08981529623270035
0.03,0.1648264984227129,0.15840906705034874,0.08981521272024064,1.0,0.0,0.08981529623270035
0.04,0.1648264984227129,0.15840906705034874,0.08981521272024064,1.0,0.0,0.08981529623270035
0.05,0.17493692178301096,0.1575543661956479,0.09601060020054435,0.994413407821229,0.0,0.09601055085659027
0.060000000000000005,0.1758985200845666,0.1575543661956479,0.09654777252542616,0.994413407821229,0.0,0.09654770791530609
0.06999999999999999,0.17604739737621666,0.1575543661956479,0.09661939550207709,0.994413407821229,0.0,0.09661933779716492
0.08,0.17612193056731582,0.1575543661956479,0.09665520699040255,0.994413407821229,0.0,0.09665514528751373
0.09,0.176420695504665,0.1575543661956479,0.09679845294370436,0.994413407821229,0.0,0.09679839015007019
0.09999999999999999,0.176420695504665,0.1575543661956479,0.09679845294370436,0.994413407821229,0.0,0.09679839015007019
0.11,0.17649554518455662,0.1575543661956479,0.0968342644320298,0.994413407821229,0.0,0.0968342050909996
0.12,0.17649554518455662,0.1575543661956479,0.0968342644320298,0.994413407821229,0.0,0.0968342050909996
0.13,0.17649554518455662,0.1575543661956479,0.0968342644320298,0.994413407821229,0.0,0.0968342050909996
0.14,0.17649554518455662,0.1575543661956479,0.0968342644320298,0.994413407821229,0.0,0.0968342050909996
0.15000000000000002,0.1765704584040747,0.15757721101535657,0.0968765871000508,0.994413407821229,0.0,0.09687652438879013
0.16,0.1765704584040747,0.15757721101535657,0.0968765871000508,0.994413407821229,0.0,0.09687652438879013
0.17,0.17664543524416138,0.15760030687704005,0.0969189097680718,0.994413407821229,0.0,0.09691885113716125
0.18000000000000002,0.17679558011049723,0.1576887263651292,0.09700355510411378,0.994413407821229,0.0,0.0970034971833229
0.19,0.17702127659574468,0.1577978449999922,0.09713898764178096,0.994413407821229,0.0,0.09713893383741379
0.2,0.17792985457656113,0.1581921808017414,0.09773432650527625,0.994413407821229,0.0,0.09773427248001099
0.21000000000000002,0.18055555555555555,0.1593987502760636,0.09945544833812993,0.994413407821229,0.0,0.09945541620254517
0.22,0.1845742309407044,0.16028745691285698,0.10253512781445744,0.9888268156424581,0.0,0.10253510624170303
0.23,0.19056429232192415,0.16275047195618147,0.1064090626939789,0.9832402234636871,0.0,0.10640908032655716
0.24000000000000002,0.19798173954829407,0.16919339085995866,0.11096640789378219,0.9832402234636871,0.0,0.11096648871898651
0.25,0.20268256333830104,0.17153426410828915,0.11415753706256503,0.9748603351955307,0.0,0.11410682648420334
0.26,0.21030927835051544,0.18456576962844157,0.11916229332430452,0.9748603351955307,0.0,0.1191115751862526
0.27,0.21497326203208553,0.1740793829646326,0.12285343458527817,0.9618249534450651,0.0,0.12271802127361298
0.28,0.2199888330541597,0.17616710083652617,0.12649761783839997,0.9450651769087522,0.0,0.12612515687942505
0.29000000000000004,0.2316784869976359,0.18520092474903654,0.13424770449910117,0.9394785847299814,0.0,0.1338483989238739
0.3,0.24054556726596404,0.1904320103610941,0.1405221408014704,0.9283054003724395,0.0,0.14005613327026367
0.31,0.25081645983017636,0.19906678284705742,0.1473463687150838,0.9171322160148975,0.0,0.146787628531456
0.32,0.2583732057416268,0.2047556904712256,0.15248514675888974,0.9003724394785847,0.0,0.15187986195087433
0.33,0.2607470049330514,0.20502639191529456,0.1545246962844728,0.8836126629422718,0.0,0.15363341569900513
0.34,0.2708638360175696,0.21621154275917578,0.1616542520173805,0.8836126629422718,0.0,0.1607629954814911
0.35000000000000003,0.27524308152580407,0.2197837543799826,0.1648199875853507,0.8780260707635009,0.0,0.16392874717712402
0.36000000000000004,0.27807486631016043,0.22319395746350296,0.16717877094972067,0.8724394785847299,0.0,0.16602149605751038
0.37,0.2812742812742813,0.22935025475932852,0.17005187549880288,0.8696461824953444,0.0,0.16876162588596344
0.38,0.28322784810126583,0.2294799412735779,0.17209364192604415,0.8584729981378025,0.0,0.17078125476837158
0.39,0.28502415458937197,0.22561962068702524,0.17321761106677305,0.8472998137802606,0.0,0.17190523445606232
0.4,0.2852459016393442,0.2176421361869099,0.17430832668262836,0.839851024208566,0.0,0.17269663512706757
0.41000000000000003,0.28833333333333333,0.2203539292698568,0.176682628358606,0.8342644320297951,0.0,0.17501774430274963
0.42000000000000004,0.29106382978723405,0.2202244964274998,0.18029396115988294,0.8230912476722532,0.0,0.17857587337493896
0.43,0.29668411867364747,0.22567564596045916,0.18565442936951315,0.8175046554934822,0.0,0.18375016748905182
0.44,0.302491103202847,0.22869195702732512,0.1898443735035914,0.8175046554934822,0.0,0.18784259259700775
0.45,0.3019213174748399,0.22817984346182194,0.19236499068901305,0.7951582867783984,0.0,0.18984445929527283
0.46,0.306390977443609,0.23079213117262526,0.1976123969140729,0.7839851024208565,0.0,0.19499878585338593
0.47000000000000003,0.2962245885769603,0.22208742103054904,0.19543096568236232,0.7383612662942272,0.0,0.19148051738739014
0.48000000000000004,0.2948207171314741,0.21950688796238416,0.19565043894652834,0.7160148975791434,0.0,0.1914273202419281
0.49,0.28776978417266186,0.21391388284226917,0.19252460760840645,0.6769087523277467,0.0,0.18811526894569397
0.5,0.2921108742004264,0.20567588786048818,0.19493216280925776,0.6629422718808193,0.0,0.19015705585479736
0.51,0.2948294829482948,0.20706044241285165,0.20037243947858469,0.648975791433892,0.0,0.1952647864818573
0.52,0.29061784897025167,0.2008454592644662,0.20085129023676507,0.6154562383612663,0.0,0.19397452473640442
0.53,0.2945368171021378,0.19894733840222,0.21090715615855277,0.6014897579143389,0.00558659217877095,0.20155635476112366
0.54,0.29901960784313725,0.20043768201515735,0.21854216546953975,0.590316573556797,0.01675977653631285,0.20900511741638184
0.55,0.2993710691823899,0.19941720955584874,0.22031125299281723,0.5763500931098696,0.01675977653631285,0.21062789857387543
