threshold,micro_f1_score,macro_f1_score,precision,recall,exact_match,accuracy
0.01,0.25210084033613445,0.1,0.14423076923076922,1.0,0.0,0.14423076808452606
0.02,0.28169014084507044,0.1,0.16393442622950818,1.0,0.0,0.16393442451953888
0.03,0.3015075376884422,0.1,0.17751479289940827,1.0,0.0,0.17751479148864746
0.04,0.3243243243243243,0.1,0.1935483870967742,1.0,0.0,0.19354838132858276
0.05,0.33519553072625696,0.1,0.20134228187919462,1.0,0.0,0.20134228467941284
0.060000000000000005,0.3448275862068966,0.1,0.20833333333333334,1.0,0.0,0.2083333283662796
0.06999999999999999,0.35502958579881655,0.1,0.2158273381294964,1.0,0.0,0.2158273309469223
0.08,0.36144578313253006,0.1,0.22058823529411764,1.0,0.0,0.22058823704719543
0.09,0.37037037037037035,0.1,0.22727272727272727,1.0,0.0,0.22727273404598236
0.09999999999999999,0.3870967741935484,0.1,0.24,1.0,0.0,0.23999999463558197
0.11,0.4166666666666667,0.1,0.2631578947368421,1.0,0.0,0.2631579041481018
0.12,0.41958041958041964,0.1,0.26548672566371684,1.0,0.0,0.2654867172241211
0.13,0.4316546762589928,0.1,0.27522935779816515,1.0,0.0,0.2752293646335602
0.14,0.4347826086956522,0.1,0.2777777777777778,1.0,0.0,0.2777777910232544
0.15000000000000002,0.437956204379562,0.1,0.2803738317757009,1.0,0.0,0.28037384152412415
0.16,0.4444444444444445,0.1,0.2857142857142857,1.0,0.0,0.2857142984867096
0.17,0.44776119402985076,0.1,0.28846153846153844,1.0,0.0,0.2884615361690521
0.18000000000000002,0.4615384615384615,0.1,0.3,1.0,0.0,0.30000001192092896
0.19,0.46874999999999994,0.1,0.30612244897959184,1.0,0.0,0.30612245202064514
0.2,0.47619047619047616,0.1,0.3125,1.0,0.0,0.3125
0.21000000000000002,0.4878048780487805,0.1,0.3225806451612903,1.0,0.0,0.32258063554763794
0.22,0.4918032786885246,0.1,0.32608695652173914,1.0,0.0,0.32608696818351746
0.23,0.5084745762711864,0.1,0.3409090909090909,1.0,0.0,0.34090909361839294
0.24000000000000002,0.5263157894736842,0.1,0.35714285714285715,1.0,0.0,0.3571428656578064
0.25,0.5357142857142857,0.1,0.36585365853658536,1.0,0.0,0.3658536672592163
0.26,0.5660377358490566,0.1,0.39473684210526316,1.0,0.0,0.3947368562221527
0.27,0.5714285714285715,0.1,0.4,1.0,0.0,0.4000000059604645
0.28,0.5769230769230769,0.1,0.40540540540540543,1.0,0.0,0.4054054021835327
0.29000000000000004,0.5769230769230769,0.1,0.40540540540540543,1.0,0.0,0.4054054021835327
0.3,0.5825242718446603,0.1,0.410958904109589,1.0,0.0,0.4109589159488678
0.31,0.5882352941176471,0.1,0.4166666666666667,1.0,0.0,0.4166666567325592
0.32,0.6,0.1,0.42857142857142855,1.0,0.0,0.4285714328289032
0.33,0.6122448979591837,0.1,0.4411764705882353,1.0,0.0,0.44117647409439087
0.34,0.6122448979591837,0.1,0.4411764705882353,1.0,0.0,0.44117647409439087
0.35000000000000003,0.6122448979591837,0.1,0.4411764705882353,1.0,0.0,0.44117647409439087
0.36000000000000004,0.6185567010309279,0.1,0.44776119402985076,1.0,0.0,0.447761207818985
0.37,0.625,0.1,0.45454545454545453,1.0,0.0,0.4545454680919647
0.38,0.625,0.1,0.45454545454545453,1.0,0.0,0.4545454680919647
0.39,0.631578947368421,0.1,0.46153846153846156,1.0,0.0,0.4615384638309479
0.4,0.631578947368421,0.1,0.46153846153846156,1.0,0.0,0.4615384638309479
0.41000000000000003,0.6382978723404256,0.1,0.46875,1.0,0.0,0.46875
0.42000000000000004,0.6521739130434783,0.1,0.4838709677419355,1.0,0.0,0.4838709533214569
0.43,0.6593406593406593,0.1,0.4918032786885246,1.0,0.0,0.49180328845977783
0.44,0.6593406593406593,0.1,0.4918032786885246,1.0,0.0,0.49180328845977783
0.45,0.6666666666666666,0.1,0.5,1.0,0.0,0.5
0.46,0.651685393258427,0.09666666666666666,0.4915254237288136,0.9666666666666667,0.0,0.4833333194255829
0.47000000000000003,0.651685393258427,0.09666666666666666,0.4915254237288136,0.9666666666666667,0.0,0.4833333194255829
0.48000000000000004,0.6666666666666667,0.09666666666666666,0.5087719298245614,0.9666666666666667,0.0,0.5
0.49,0.6744186046511628,0.09666666666666666,0.5178571428571429,0.9666666666666667,0.0,0.5087719559669495
0.5,0.6744186046511628,0.09666666666666666,0.5178571428571429,0.9666666666666667,0.0,0.5087719559669495
0.51,0.6744186046511628,0.09666666666666666,0.5178571428571429,0.9666666666666667,0.0,0.5087719559669495
0.52,0.6666666666666667,0.09333333333333334,0.5185185185185185,0.9333333333333333,0.0,0.5
0.53,0.6829268292682926,0.09333333333333334,0.5384615384615384,0.9333333333333333,0.0,0.5185185074806213
0.54,0.7088607594936709,0.09333333333333334,0.5714285714285714,0.9333333333333333,0.0,0.5490196347236633
