threshold,micro_f1_score,macro_f1_score,precision,recall,exact_match,accuracy
0.01,0.16391111111111112,0.15893416507545435,0.08942803030303031,0.93,0.0,0.08942824602127075
0.02,0.1781068641184711,0.17445725014897706,0.10056251387501389,0.8954166666666665,0.0,0.10038290172815323
0.03,0.18983050847457628,0.18574251669274233,0.10866531385281386,0.8454166666666666,0.0,0.10815931111574173
0.04,0.2023779408044523,0.19603390010732885,0.11881272893772894,0.8025,0.0,0.11795809864997864
0.05,0.21484375000000003,0.20613156184774703,0.12922411616161616,0.7741666666666666,0.0,0.1279466152191162
0.060000000000000005,0.22813455657492354,0.21768133146237514,0.13940313852813854,0.7479166666666666,0.0,0.13777132332324982
0.06999999999999999,0.23525557011795545,0.22506673743059363,0.14393948412698415,0.7220833333333333,0.0,0.14162804186344147
0.08,0.23561832586978987,0.22735714470899104,0.1454861111111111,0.6895833333333333,0.0,0.14290179312229156
0.09,0.23875309953949697,0.2310958306279269,0.1473065476190476,0.6783333333333332,0.0,0.14458829164505005
0.09999999999999999,0.24217887375782113,0.23380517111395133,0.15001488095238094,0.6608333333333333,0.0,0.1467956304550171
0.11,0.24274406332453827,0.23317279816169686,0.15137599206349203,0.6470833333333332,0.0025,0.1477341502904892
0.12,0.24350523458704923,0.23533477032264127,0.15267261904761903,0.6320833333333333,0.0025,0.1486140936613083
0.13,0.2431466030989273,0.23477230183055708,0.15255257936507935,0.6145833333333333,0.0025,0.14822722971439362
0.14,0.24279334145351197,0.23537830391505551,0.1522311507936508,0.5995833333333332,0.0025,0.14767961204051971
0.15000000000000002,0.2461665975963531,0.23855461634788522,0.15505853174603174,0.5945833333333332,0.0025,0.15021531283855438
0.16,0.2493681550126369,0.24222782879448776,0.157944715007215,0.5920833333333333,0.0025,0.1530866175889969
0.17,0.24871355060034303,0.24269949748736297,0.15858035714285712,0.5770833333333333,0.0025,0.15364687144756317
0.18000000000000002,0.2457516339869281,0.24027366501829353,0.15897023809523808,0.56375,0.0025,0.15298320353031158
0.19,0.25,0.24503178429996117,0.16205952380952382,0.56375,0.0025,0.15597723424434662
0.2,0.2520179372197309,0.24737399560314793,0.162952380952381,0.56125,0.0025,0.1568462997674942
0.21000000000000002,0.25079509313948206,0.2462902508835711,0.16248511904761906,0.55125,0.0025,0.15627187490463257
0.22,0.2524182404421926,0.2483240655169422,0.1652113095238095,0.5479166666666666,0.0025,0.158706396818161
0.23,0.25418994413407825,0.2494038119144782,0.1666845238095238,0.5466666666666666,0.0025,0.15997129678726196
0.24000000000000002,0.254957507082153,0.25058211595143687,0.1677023809523809,0.5391666666666667,0.0025,0.16065582633018494
0.25,0.2551166111375535,0.25065403981721196,0.16863095238095238,0.5366666666666666,0.0025,0.1609593778848648
0.26,0.25650916104146576,0.25203230851144415,0.16943452380952378,0.5329166666666666,0.0025,0.16134628653526306
0.27,0.25841053144807413,0.25395457935121846,0.17076785714285717,0.5316666666666666,0.0025,0.16230462491512299
0.28,0.2609985170538804,0.2566225350901135,0.1733035714285714,0.5291666666666667,0.0025,0.16463199257850647
0.29000000000000004,0.25925925925925924,0.2546788357618896,0.17169940476190476,0.5183333333333333,0.0025,0.16295243799686432
0.3,0.260253164556962,0.25552933668081346,0.1747589285714286,0.51625,0.005,0.1652470827102661
0.31,0.2602880658436214,0.2548176586475591,0.1749672619047619,0.5075,0.005,0.16509826481342316
0.32,0.2634044768349818,0.2581223506506776,0.17669345238095238,0.5075,0.005,0.1666756421327591
0.33,0.2627430373095113,0.25689754008330973,0.17615178571428572,0.50375,0.005,0.1664673238992691
0.34,0.25758382118147954,0.2496703405244219,0.17354464285714286,0.48625,0.0075,0.1641518473625183
0.35000000000000003,0.25674217907227614,0.2497072746472704,0.17333928571428572,0.47875,0.01,0.16382144391536713
0.36000000000000004,0.2520458265139116,0.24707224318993876,0.1695059523809524,0.4625,0.01,0.1600714474916458
0.37,0.24931053502482073,0.24455532109166195,0.16810714285714284,0.45,0.0125,nan
0.38,0.24707846410684475,0.24107156244591849,0.1685595238095238,0.44166666666666665,0.015,nan
0.39,0.2481751824817518,0.24264857190994207,0.1705595238095238,0.43916666666666665,0.015,nan
0.4,0.25,0.2435036089377229,0.1712202380952381,0.43666666666666665,0.015,nan
0.41000000000000003,0.2502883506343714,0.24319533878216537,0.17305357142857145,0.43041666666666667,0.0175,nan
0.42000000000000004,0.25189504373177846,0.2451488445863442,0.17422023809523807,0.42791666666666667,0.0175,nan
0.43,0.25250737463126843,0.2465051080681922,0.17363690476190477,0.42291666666666666,0.0175,nan
0.44,0.2550655542312276,0.25001153946199695,0.17472023809523807,0.42291666666666666,0.0175,nan
0.45,0.25406381697772423,0.24862776212497953,0.17663690476190474,0.41791666666666666,0.02,nan
0.46,0.25304136253041365,0.24546654997581022,0.17672023809523807,0.41041666666666665,0.02,nan
